JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
581727,DEPT OF ENVIRONMENT PROTECTION,Internal,1,INSTRUMENTATION SPECIALIST,"Policy, Research & Analysis",F,Experienced (non-manager),74773,76650,Annual,96-05 Horace Harding Expway,4/10/2023
648450,BRONX DISTRICT ATTORNEY,Internal,3,COMMUNITY COORDINATOR,"Constituent Services & Community Programs Health Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),70022,75000,Annual,198 E161St Street Bronx N.Y.,8/23/2024
628183,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Social Services,F,Experienced (non-manager),64137,73758,Annual,4 World Trade Center,2/28/2024
633097,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Manager,78721,209971,Annual,96-05 Horace Harding Expway,4/29/2024
713176,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT ENVIRONMENTAL ENGINE,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,59-17 Junction Blvd Corona Ny,5/2/2025
693126,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,73068,142671,Annual,96-05 Horace Harding Expway,12/23/2024
707698,NYC DEPT OF VETERANS' SERVICES,External,1,COMMUNITY COORDINATOR,"Policy, Research & Analysis Social Services",F,Experienced (non-manager),60889,70022,Annual,"1 Centre St., N.Y.",4/3/2025
702907,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH EDUCATOR,Health,F,Experienced (non-manager),58575,66190,Annual,"125 Worth Street, Nyc",2/18/2025
696163,LAW DEPARTMENT,External,1,STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70310,90049,Annual,"100 Church St., N.Y.",1/3/2025
711447,DEPARTMENT OF BUILDINGS,External,1,ADMINISTRATIVE ARCHITECT,"Engineering, Architecture, & Planning",F,Manager,73068,135324,Annual,"280 Broadway, 3rd Floor, N.Y.",4/17/2025
691873,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),84018,96621,Annual,30-30 Thomson Ave L I City Qns,12/13/2024
713483,DEPARTMENT OF BUILDINGS,External,1,ENERGY CONSERVATION SPECIALIST,Green Jobs,F,Experienced (non-manager),93614,123900,Annual,"280 Broadway, 3rd Floor, N.Y.",5/2/2025
571834,HOUSING PRESERVATION & DVLPMNT,Internal,1,CONSTRUCTION PROJECT MANAGER,Building Operations & Maintenance,F,Experienced (non-manager),65640,65640,Annual,"516 Bergen St., Brooklyn",1/27/2023
638223,HRA/DEPT OF SOCIAL SERVICES,External,1,SUPERVISING SPECIAL OFFICER,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),52438,59255,Annual,375 Pearl Street,8/12/2024
612232,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Administration & Human Resources,F,Manager,84451,87917,Annual,4 World Trade Center,10/19/2023
714115,NYC HOUSING AUTHORITY,Internal,1,ASSISTANT RESIDENT BUILDING SU,Building Operations & Maintenance,F,Manager,54272,83117,Annual,Fiorentino Plaza-Unity Plaza,5/21/2025
712477,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,5/8/2025
703873,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MECHANICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,199 River Road North,3/18/2025
627649,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Social Services,F,Experienced (non-manager),64137,73758,Annual,4 World Trade Center,2/22/2024
697538,HUMAN RIGHTS COMMISSION,External,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Manager,120000,125000,Annual,"22 Reade St, Ny",1/10/2025
648450,BRONX DISTRICT ATTORNEY,External,3,COMMUNITY COORDINATOR,"Constituent Services & Community Programs Health Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),70022,75000,Annual,198 E161St Street Bronx N.Y.,8/23/2024
713274,HOUSING PRESERVATION & DVLPMNT,Internal,1,ASSISTANT ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,100 Gold Street,5/2/2025
702870,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,96-05 Horace Harding Expway,2/18/2025
700494,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISOR (PEST CONTROL),"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),72918,83856,Annual,1932 Arthur Ave 2Nd Flr Bronx,2/3/2025
711085,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ASSOCIATE PUBLIC HEALTH SANITA,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),68023,78266,Annual,1309 Fulton Ave Bronx,4/14/2025
621980,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,"Finance, Accounting, & Procurement",F,Manager,94715,119536,Annual,4 World Trade Center,1/4/2024
700042,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,1/29/2025
685123,FIRE DEPARTMENT,Internal,1,ADM PROC ANAL-NM FRM M1-3,"Finance, Accounting, & Procurement",F,Experienced (non-manager),71281,165887,Annual,"9 Metrotech Center, Brooklyn N",2/10/2025
703796,DEPT OF ENVIRONMENT PROTECTION,External,2,SUMMER COLLEGE INTERN,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Student,16.88,16.88,Hourly,59-17 Junction Blvd Corona Ny,3/3/2025
713281,CONSUMER AND WORKER PROTECTION,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),73467,84498,Annual,"42 Broadway, N.Y.",5/14/2025
647123,DEPARTMENT OF TRANSPORTATION,Internal,4,TRAFFIC DEVICE MAINTAINER,"Public Safety, Inspections, & Enforcement",F,Entry-Level,57758,75459,Annual,NYC - All Boroughs,5/16/2025
714838,LAW DEPARTMENT,Internal,1,ASSISTANT CORPORATION COUNSEL,Legal Affairs,F,Experienced (non-manager),87550,175100,Annual,233 Broadway,5/16/2025
713798,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Social Services,F,Experienced (non-manager),40957,47100,Annual,OCSE Central Court Svcs,5/6/2025
680937,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ASSOCIATE LABORATORY MICROBIOL,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),84360,90400,Annual,"455 First Ave., N.Y.",9/25/2024
700938,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,SUPERVISING PUBLIC HEALTH ADVI,Health,F,Experienced (non-manager),61080,70242,Annual,42-09 28th Street,2/4/2025
696785,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,70022,Annual,30-30 Thomson Ave L I City Qns,1/13/2025
702010,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),106117,122034,Annual,"125 Worth Street, Nyc",2/10/2025
686440,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PROJECT MANAGER INTERN#,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,58003,66703,Annual,96-05 Horace Harding Expway,12/31/2024
628923,DEPT OF ENVIRONMENT PROTECTION,External,1,ENVIRONMENTAL ENGINEERING INTE,"Green Jobs Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,56181,68034,Annual,59-17 Junction Blvd Corona Ny,3/18/2024
695860,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Health,F,Experienced (non-manager),60889,70022,Annual,42-09 28th Street,1/3/2025
712978,HOUSING PRESERVATION & DVLPMNT,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),92446,92446,Annual,100 Gold Street,4/30/2025
695942,DEPT OF ENVIRONMENT PROTECTION,External,25,CITY PARK WORKER,Green Jobs Building Operations & Maintenance,F,Entry-Level,18.7136,29.067,Hourly,"329 Greenpoint Ave., Brooklyn",1/7/2025
702245,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,"2389 Route 28A, Shokan, Ny",2/20/2025
629987,HRA/DEPT OF SOCIAL SERVICES,Internal,2,PRINCIPAL ADMINISTRATIVE ASSOC,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis Social Services",F,Experienced (non-manager),64137,73758,Annual,4 World Trade Center,6/21/2024
678926,BRONX DISTRICT ATTORNEY,External,2,COMMUNITY ASSOCIATE,"Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51500,51500,Annual,"260 E 161st St., Brx",9/9/2024
685794,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CASEWORKER,Social Services,F,Experienced (non-manager),46689,53692,Annual,30-30 47TH AVE,10/28/2024
639193,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,30-30 Thomson Ave L I City Qns,6/25/2024
599670,DEPARTMENT OF TRANSPORTATION,Internal,1,INVESTIGATOR,"Legal Affairs Policy, Research & Analysis",F,Experienced (non-manager),24.8106,39.6158,Hourly,59 Maiden Lane,8/24/2023
703548,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CITY PLANNER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),87933,112755,Annual,30-30 Thomson Ave L I City Qns,3/12/2025
712149,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources,F,Experienced (non-manager),66062,75971,Annual,4 World Trade Center,4/24/2025
714247,OFFICE OF THE MAYOR,External,1,CONFIDENTIAL STRATEGY PLANNER,"Policy, Research & Analysis",F,Entry-Level,80000,90000,Annual,253 Broadway New York Ny,5/13/2025
639625,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,ADMINISTRATIVE PUBLIC HEALTH S,Health,F,Experienced (non-manager),64142,135000,Annual,"125 Worth Street, Nyc",6/28/2024
683300,HUMAN RIGHTS COMMISSION,Internal,1,COMMUNITY COORDINATOR,Administration & Human Resources,F,Experienced (non-manager),60889,76000,Annual,"22 Reade St, Ny",10/7/2024
702292,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,73068,148387,Annual,30-30 Thomson Ave L I City Qns,2/13/2025
714262,OFFICE OF THE MAYOR,External,1,COMMUNITY COORDINATOR,"Mental Health Health Policy, Research & Analysis",F,Experienced (non-manager),75609,75609,Annual,253 Broadway New York Ny,5/12/2025
709829,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,74893,95208,Annual,255 Greenwich Street,4/3/2025
714152,NYC HOUSING AUTHORITY,Internal,1,RESIDENT BUILDING SUPERINTENDE,Building Operations & Maintenance,F,Entry-Level,65750,102312,Annual,Johnson,5/14/2025
637385,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Health,F,Experienced (non-manager),59116,70087,Annual,"158 E 115Th St., N.Y.",5/30/2024
683244,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),92283,100000,Annual,96-05 Horace Harding Expway,10/10/2024
689216,CAMPAIGN FINANCE BOARD,Internal,1,ANALYST CFB AL 2&3 ONLY,"Communications & Intergovernmental Affairs Technology, Data & Innovation",F,Experienced (non-manager),73000,80000,Annual,"100 Church St., N.Y.",11/19/2024
706380,DEPT OF HEALTH/MENTAL HYGIENE,External,2,SUPERVISING PUBLIC HEALTH ADVI,Health,F,Experienced (non-manager),61080,70242,Annual,30-30 47TH AVE,3/10/2025
700595,DEPARTMENT OF CITY PLANNING,External,1,COMPUTER SPECIALIST (SOFTWARE),"Technology, Data & Innovation",F,Experienced (non-manager),103765,125000,Annual,"120 Broadway, New York, NY",2/7/2025
707844,DEPT OF HEALTH/MENTAL HYGIENE,External,3,SR HEALTHCARE PROG PLAN ANLYST,Health,F,Experienced (non-manager),63732,63732,Annual,16 Court St,3/19/2025
691805,TECHNOLOGY & INNOVATION,Internal,1,ADM PROC ANAL-NM FRM M1-3,"Finance, Accounting, & Procurement",F,Experienced (non-manager),71281,135000,Annual,15 Metrotech,12/12/2024
690404,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),68423,78686,Annual,"275-285 Bergen St, Brooklyn Ny",11/27/2024
709067,DEPT OF DESIGN & CONSTRUCTION,External,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,57866,66546,Annual,30-30 Thomson Ave L I City Qns,3/28/2025
714836,DEPARTMENT OF BUILDINGS,External,1,INVESTIGATOR (EMPLOYEE DISCIPL,Administration & Human Resources,F,Experienced (non-manager),49162,56536,Annual,"280 Broadway, 6th Floor, N.Y.",5/15/2025
714204,DEPARTMENT OF CITY PLANNING,External,1,STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70310,90049,Annual,"120 Broadway, New York, NY",5/12/2025
703157,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Administration & Human Resources Technology, Data & Innovation",F,Student,16.88,16.88,Hourly,59-17 Junction Blvd Corona Ny,2/19/2025
565798,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,55 Water St Ny Ny,12/29/2022
701689,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSISTANT ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,2/11/2025
647199,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CLERICAL ASSOCIATE,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),40957,47100,Annual,34-33 Junction Blvd Queens,5/21/2025
713699,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ADMINISTRATIVE STAFF ANALYST,Health,F,Manager,115131,165000,Annual,"125 Worth Street, Nyc",5/6/2025
709771,BRONX DISTRICT ATTORNEY,External,1,ASSISTANT DISTRICT ATTORNEY (S,"Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",F,Manager,147000,188000,Annual,198 E161St Street Bronx N.Y.,4/3/2025
561341,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,Experienced (non-manager),84451,113550,Annual,96-05 Horace Harding Expway,12/20/2022
713314,BRONX DISTRICT ATTORNEY,External,10,COMMUNITY ASSISTANT,Legal Affairs,F,Entry-Level,38712,47487,Annual,"215 E 161St St., Bronx",5/1/2025
713887,DEPT OF PARKS & RECREATION,External,4,ASSOCIATE PARK SERVICE WORKER,Building Operations & Maintenance,F,Experienced (non-manager),51134,58804,Annual,Randalls Island 5-Boro Shops,5/9/2025
696962,DEPARTMENT OF CORRECTION,External,1,DIRECTOR OF PUBLIC AFFAIRS,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Manager,120000,150000,Annual,75-20 Astoria Blvd,1/8/2025
547028,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,8/26/2022
715336,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Administration & Human Resources,F,Experienced (non-manager),106602,153362,Annual,4 World Trade Center,5/21/2025
593313,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),98470,133496,Annual,96-05 Horace Harding Expway,8/13/2023
712586,HOUSING PRESERVATION & DVLPMNT,External,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),118931,128931,Annual,100 Gold Street,4/25/2025
681058,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY ASSISTANT,Health,F,Entry-Level,38712,47487,Annual,"125 Worth Street, Nyc",9/20/2024
695265,DEPARTMENT OF CORRECTION,Internal,1,ASSOCIATE COMMISSIONER (DOC),Social Services,F,Manager,185000,200000,Annual,75-20 Astoria Blvd,12/24/2024
698974,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER GRADUATE INTERN,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,Student,18.5,18.5,Hourly,59-17 Junction Blvd Corona Ny,2/20/2025
714443,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,91467,Annual,253 Broadway New York Ny,5/21/2025
703993,BOROUGH PRESIDENT-BRONX,Internal,1,COMMUNITY ASSOCIATE,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),43143,71800,Annual,"851 Grand Concourse, Bronx",2/24/2025
701702,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,HEALTH SERVICES MANAGER,Health,F,Executive,91090,202064,Annual,42-09 28th Street,2/10/2025
571810,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),67757,98128,Annual,"10 Walker Rd, Valhalla NY10595",2/27/2023
715551,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation",F,Experienced (non-manager),66067,127520,Annual,42-09 28th Street,5/23/2025
713917,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PROCUREMENT ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),67541,85000,Annual,42-09 28th Street,5/8/2025
700273,DEPT OF ENVIRONMENT PROTECTION,External,1,COMPUTER ASSOC (SOFTWARE),"Technology, Data & Innovation",F,Experienced (non-manager),74957,103911,Annual,"7870 State Rd 42 Grahamsville,",2/14/2025
693216,HRA/DEPT OF SOCIAL SERVICES,External,1,COMMUNITY ASSOCIATE,Social Services,F,Experienced (non-manager),43143,71800,Annual,"260 Eleventh Ave., N.Y.",12/13/2024
707214,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),79473,91964,Annual,4 World Trade Center,3/25/2025
709004,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),58377,67134,Annual,4 World Trade Center,3/26/2025
695036,NYC EMPLOYEES RETIREMENT SYS,External,1,COMPUTER SYSTEMS MANAGER,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis",F,Manager,81083,150000,Annual,"335 Adams Street, Brooklyn Ny",12/23/2024
713661,CONSUMER AND WORKER PROTECTION,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),80387,120466,Annual,"42 Broadway, N.Y.",5/6/2025
709682,MANHATTAN COMMUNITY BOARD #3,External,1,ASSISTANT DISTRICT MANAGER (CO,Constituent Services & Community Programs,F,Experienced (non-manager),55000,60000,Annual,282 East 3Rd St.,4/2/2025
713919,NYC HOUSING AUTHORITY,External,1,COMMUNITY COORDINATOR,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60889,85000,Annual,Procurement Policy & Perf Mgt,5/19/2025
647630,DEPARTMENT OF TRANSPORTATION,Internal,1,ASSOCIATE STAFF ANALYST,"Administration & Human Resources Finance, Accounting, & Procurement Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),77158,114887,Annual,55 Water St Ny Ny,8/23/2024
714838,LAW DEPARTMENT,External,1,ASSISTANT CORPORATION COUNSEL,Legal Affairs,F,Experienced (non-manager),87550,175100,Annual,233 Broadway,5/16/2025
702902,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,"465 Columbus Ave. Valhalla, Ny",2/18/2025
713638,DEPT OF DESIGN & CONSTRUCTION,External,1,COLLEGE AIDE (ALL CITY DEPTS),"Engineering, Architecture, & Planning",F,Experienced (non-manager),17,17.5,Hourly,30-30 Thomson Ave L I City Qns,5/6/2025
526173,DEPARTMENT OF CORRECTION,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),83158,95632,Annual,75-20 Astoria Blvd,3/23/2022
687197,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENVIRONMENTAL ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),101423,137501,Annual,96-05 Horace Harding Expway,12/23/2024
656688,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,9/12/2024
699953,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,1/27/2025
714585,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Administration & Human Resources Social Services,F,Experienced (non-manager),40957,66353,Annual,4 World Trade Center,5/14/2025
709017,NYC HOUSING AUTHORITY,External,1,RESIDENT BUILDING SUPERINTENDE,Building Operations & Maintenance,F,Entry-Level,65750,102312,Annual,Baruch,5/8/2025
702077,DEPARTMENT OF CORRECTION,Internal,2,PSYCHOLOGIST,Health,P,Experienced (non-manager),52.5654,60.4505,Hourly,75-20 Astoria Blvd,2/10/2025
706941,LAW DEPARTMENT,Internal,1,ASSISTANT CORPORATION COUNSEL,Legal Affairs,F,Experienced (non-manager),87550,175100,Annual,"100 Church St., N.Y.",4/3/2025
715069,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE LANDSCAPE ARCHI,"Engineering, Architecture, & Planning",F,Manager,75443,153209,Annual,30-30 Thomson Ave L I City Qns,5/20/2025
714683,CONSUMER AND WORKER PROTECTION,External,1,CLERICAL ASSOCIATE,Communications & Intergovernmental Affairs,F,Experienced (non-manager),40957,61113.68,Annual,"42 Broadway, N.Y.",5/20/2025
629605,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,"Finance, Accounting, & Procurement",F,Experienced (non-manager),59116,67983,Annual,30-30 Thomson Ave L I City Qns,3/14/2024
687782,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY ASSOCIATE,Constituent Services & Community Programs Health,F,Experienced (non-manager),43143,49615,Annual,42-09 28th Street,11/9/2024
551133,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM MANAGER-NON-MGRL FRM M1/M2,Administration & Human Resources,F,Experienced (non-manager),74730,130000,Annual,59-17 Junction Blvd Corona Ny,9/16/2022
615470,HRA/DEPT OF SOCIAL SERVICES,External,2,CLERICAL ASSOCIATE,Social Services,F,Experienced (non-manager),39763,45728,Annual,"109 E 16Th St., N.Y.",11/8/2023
714243,OFFICE OF THE MAYOR,External,1,MAYORAL OFFICE ASSISTANT,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,Experienced (non-manager),50000,65000,Annual,253 Broadway New York Ny,5/12/2025
714061,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81108,96472,Annual,180 Maiden Lane,5/14/2025
714334,OFFICE OF THE COMPTROLLER,External,1,INVESTMENT MANAGER (COMPTROLLE,"Finance, Accounting, & Procurement",F,Manager,179200,196000,Annual,"1 Centre St., N.Y.",5/12/2025
699834,FIRE DEPARTMENT,Internal,1,STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70310,90049,Annual,"9 Metrotech Center, Brooklyn N",1/27/2025
582939,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT COMMISSIONER (DEP),Administration & Human Resources,F,Executive,175000,208826,Annual,59-17 Junction Blvd Corona Ny,4/11/2023
706486,FIRE DEPARTMENT,Internal,1,ASSOCIATE PROJECT MANAGER,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),84018,123141,Annual,"9 Metrotech Center, Brooklyn N",5/16/2025
685351,DEPARTMENT OF TRANSPORTATION,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,94521,Annual,55 Water St Ny Ny,10/29/2024
680908,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,122295,Annual,55 Water St Ny Ny,9/21/2024
572624,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,"Public Safety, Inspections, & Enforcement",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,3/28/2023
693841,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE JOB OPPORTUNITY,Social Services,F,Experienced (non-manager),86185,102086,Annual,470 Vanderbilt Ave,12/16/2024
598337,DEPARTMENT OF TRANSPORTATION,Internal,2,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),75000,160000,Annual,55 Water St Ny Ny,8/21/2023
688467,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COMMUNITY ASSOCIATE,Administration & Human Resources,F,Experienced (non-manager),43143,55316,Annual,30-30 Thomson Ave L I City Qns,11/18/2024
707647,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,3/18/2025
604463,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,REGIONAL DIRECTOR MENTAL HEALT,Constituent Services & Community Programs Health Social Services,F,Executive,80931,160000,Annual,42-09 28th Street,9/12/2023
